PackageID,Product,MetrcQty,CurrentQty,Supplier,Cost,CostPerItem,Synced,OriginalQuantity,MetrcTag,ExternalID,ActivatedAt,MetrcName
F000074183,1g 510 Thread Vape Cartridge | Indica | Strawnana,,40,"Lone Wolfe Ventures, LLC",$120.00 ,$3.00 ,Yes,40,1A40E010000151F000074183,13474580,12/6/2024,1g 510 Thread Vape Cartridge | Indica | Strawnana
F000074189,1g Disposable Vape | Tangie Land,,20,"Lone Wolfe Ventures, LLC",$97.00 ,$4.85 ,Yes,20,1A40E010000151F000074189,13475050,12/6/2024,1g Disposable Vape | Tangie Land
F000074178,1g 510 Thread Vape Cartridge | Hybrid | Zelato,,40,"Lone Wolfe Ventures, LLC",$120.00 ,$3.00 ,Yes,40,1A40E010000151F000074178,13474379,12/6/2024,1g 510 Thread Vape Cartridge | Hybrid | Zelato
F000074179,1g 510 Thread Vape Cartridge | Blueberry Muffin,,40,"Lone Wolfe Ventures, LLC",$120.00 ,$3.00 ,Yes,40,1A40E010000151F000074179,13474526,12/6/2024,1g 510 Thread Vape Cartridge | Indica | Blueberry Muffin
F000074180,1g 510 Thread Vape Cartridge | Double Bubble OG,,40,"Lone Wolfe Ventures, LLC",$120.00 ,$3.00 ,Yes,40,1A40E010000151F000074180,13474396,12/6/2024,1g 510 Thread Vape Cartridge | Indica | Double Bubble
F000074181,1g 510 Thread Vape Cartridge | Forbidden Fruit,,40,"Lone Wolfe Ventures, LLC",$120.00 ,$3.00 ,Yes,40,1A40E010000151F000074181,13474807,12/6/2024,1g 510 Thread Vape Cartridge | Indica | Forbidden Fruit
F000074176,1g 510 Thread Vape Cartridge | Hybrid | Candy Land,,40,"Lone Wolfe Ventures, LLC",$120.00 ,$3.00 ,Yes,40,1A40E010000151F000074176,13474361,12/6/2024,1g 510 Thread Vape Cartridge | Hybrid | Candy Land
F000074177,1g 510 Thread Vape Cartridge | Hybrid | Tangie Sunrise,,,"Lone Wolfe Ventures, LLC",$120.00 ,$3.00 ,Yes,40,1A40E010000151F000074177,13474369,12/6/2024,1g 510 Thread Vape Cartridge | Hybrid | Tangie Sunrise
B000015949,OK Pharm - 20g -Tropical Sin- RSO -SATIVA- Batch #: TSRSO090924,,2,1 DREAM DISTRIBUTION LLC,$100.00 ,$50.00 ,Yes,2,1A40E01000177CB000015949,13525670,12/7/2024,OK Pharm - 20g -Tropical Sin- RSO -SATIVA- Batch #: TSRSO090924
B000015951,OK PHARM - 20G - Truffle Breath - RSO - INDICA - BATCH #TBRSO1024,,1,1 DREAM DISTRIBUTION LLC,$50.00 ,$50.00 ,Yes,1,1A40E01000177CB000015951,13526014,12/7/2024,OK PHARM - 20G - Truffle Breath - RSO - INDICA - BATCH #TBRSO1024
B000015950,OK PHARM - 1G - Truffle Breath - RSO - INDICA - BATCH #TBRSO1024,,,1 DREAM DISTRIBUTION LLC,$100.00 ,$4.00 ,Yes,25,1A40E01000177CB000015950,13525673,12/7/2024,OK PHARM - 1G - Truffle Breath - RSO - INDICA - BATCH #TBRSO1024
B000015948,OK Pharm - 1g -Tropical Sin- RSO -SATIVA- Batch #: TSRSO090924,,25,1 DREAM DISTRIBUTION LLC,$100.00 ,$4.00 ,Yes,25,1A40E01000177CB000015948,13525669,12/7/2024,OK Pharm - 1g -Tropical Sin- RSO -SATIVA- Batch #: TSRSO090924
B000015945,OK PHARM - Fire Mints - 1g - RSO - BATCH #FMRSO1024,,25,1 DREAM DISTRIBUTION LLC,$100.00 ,$4.00 ,Yes,25,1A40E01000177CB000015945,13525654,12/7/2024,OK PHARM - Fire Mints - 1g - RSO - BATCH #FMRSO1024
B000015947,OK Pharm - 1g -Georgia Pie- RSO -Indica- Batch #: G-PieRSO090924,,,1 DREAM DISTRIBUTION LLC,$100.00 ,$4.00 ,Yes,25,1A40E01000177CB000015947,13525667,12/7/2024,OK Pharm - 1g -Georgia Pie- RSO -Indica- Batch #: G-PieRSO090924
B000015946,OK PHARM - Fire Mints - 20g - RSO - BATCH #FMRSO1024,,2,1 DREAM DISTRIBUTION LLC,$100.00 ,$50.00 ,Yes,2,1A40E01000177CB000015946,13525660,12/7/2024,OK PHARM - Fire Mints - 20g - RSO - BATCH #FMRSO1024
7000012095,rainbow - ashlock,,60,STONED PIZZA LLC,$60.00 ,$1.00 ,Yes,60,1A40E01000138E7000012095,13531105,2/2/2025,J|1.0|Rainbow|SAT|1|TUBE
7000012094,Carbon fiber - ashlock,,60,STONED PIZZA LLC,$60.00 ,$1.00 ,Yes,60,1A40E01000138E7000012094,13531104,12/17/2024,J|1.0|Carbon Fiber|IND|1|TUBE
7000012097,chimera - ashlock,,60,STONED PIZZA LLC,$60.00 ,$1.00 ,Yes,60,1A40E01000138E7000012097,13531110,2/2/2025,J|1.0|Chimera|SAT|1|TUBE
7000012096,jealousy - ashlock,,60,STONED PIZZA LLC,$60.00 ,$1.00 ,Yes,60,1A40E01000138E7000012096,13531108,12/17/2024,J|1.0|Jealousy|IND|1|TUBE
D000007319,Super Lemon Haze small flowers,,2001.78,"Blackwell Investments, LLC","$2,684.89 ",$1.40 ,Yes,1917.78,1A40E01000173ED000007319,13555076,12/6/2024,Super Lemon Haze small flowers
D000007318,Super Lemon Haze flowers,,460.59,"Blackwell Investments, LLC",$997.90 ,$2.20 ,Yes,453.59,1A40E01000173ED000007318,13555074,12/6/2024,Super Lemon Haze flowers
D000007320,Blackwell - Apple Fritters small flowers,,453.59,"Blackwell Investments, LLC",$635.03 ,$1.40 ,Yes,453.59,1A40E01000173ED000007320,13555075,12/6/2024,Blackwell - Apple Fritters small flowers
D000007317,Purple Ice Water flowers,,71.67,"Blackwell Investments, LLC",$157.67 ,$2.20 ,Yes,71.67,1A40E01000173ED000007317,13555517,12/6/2024,Purple Ice Water flowers
D000007316,Platinum Kush Breath small flowers,,907.18,"Blackwell Investments, LLC","$1,270.05 ",$1.40 ,Yes,907.18,1A40E01000173ED000007316,13554897,12/6/2024,Platinum Kush Breath small flowers
D000007313,Blackwell - Animal Gelato flowers,,935.18,"Blackwell Investments, LLC","$1,995.80 ",$2.20 ,Yes,907.18,1A40E01000173ED000007313,13554894,12/6/2024,Blackwell - Animal Gelato flowers
D000007311,Baby Yoda flowers,,907.18,"Blackwell Investments, LLC","$1,995.80 ",$2.20 ,Yes,907.18,1A40E01000173ED000007311,13555429,12/6/2024,Baby Yoda flowers
D000007314,Blackwell - Animal Gelato small flowers,,451,"Blackwell Investments, LLC",$631.40 ,$1.40 ,Yes,451,1A40E01000173ED000007314,13554896,12/6/2024,Blackwell - Animal Gelato small flowers
D000007315,Platinum Kush Breath flowers,,544.22,"Blackwell Investments, LLC","$1,197.28 ",$2.20 ,Yes,544.22,1A40E01000173ED000007315,13554895,12/6/2024,Platinum Kush Breath flowers
D000007312,Blackwell - Gelato 41 flowers,,907.18,"Blackwell Investments, LLC","$1,995.80 ",$2.20 ,Yes,907.18,1A40E01000173ED000007312,13555430,12/6/2024,Blackwell - Gelato 41 flowers
1000009044,OIL HEAD CANDY ZUSHI SUGAR 1G,,10,"Total Package, LLC",$40.00 ,$4.00 ,Yes,10,1A40E0100031B51000009044,13545021,12/6/2024,OIL HEAD CANDY ZUSHI SUGAR 1G
1000009042,OIL HEAD CHERRY FRUCTOSE BUDDER 1G,,10,"Total Package, LLC",$40.00 ,$4.00 ,Yes,10,1A40E0100031B51000009042,13544978,12/6/2024,OIL HEAD CHERRY FRUCTOSE BUDDER 1G
1000009043,OIL HEAD GLITTER BOMB SUGAR 1G,,10,"Total Package, LLC",$40.00 ,$4.00 ,Yes,10,1A40E0100031B51000009043,13545020,12/6/2024,OIL HEAD GLITTER BOMB SUGAR 1G
1000009036,OIL HEAD PURPLE JELLATO CRUMBLE 1G,,10,"Total Package, LLC",$40.00 ,$4.00 ,Yes,10,1A40E0100031B51000009036,13544975,12/6/2024,OIL HEAD PURPLE JELLATO CRUMBLE 1G
1000009029,OIL TYCOON KEYLIME DIAMONDS 1G,1,,"Total Package, LLC",$90.00 ,$9.00 ,Yes,10,1A40E0100031B51000009029,13545010,12/6/2024,OIL TYCOON KEYLIME DIAMONDS 1G
1000009035,OIL HEAD PERMANENT MARKER SUGAR 1G,,10,"Total Package, LLC",$40.00 ,$4.00 ,Yes,10,1A40E0100031B51000009035,13544974,12/6/2024,OIL HEAD PERMANENT MARKER SUGAR 1G
1000009038,OIL HEAD STRIPPER GLITTER SUGAR 1G,,15,"Total Package, LLC",$60.00 ,$4.00 ,Yes,15,1A40E0100031B51000009038,13545017,12/6/2024,OIL HEAD STRIPPER GLITTER SUGAR 1G
1000009030,OIL TYCOON PEANUT BUTTER BREATH DIAMONDS 1G,,10,"Total Package, LLC",$90.00 ,$9.00 ,Yes,10,1A40E0100031B51000009030,13545011,12/6/2024,OIL TYCOON PEANUT BUTTER BREATH DIAMONDS 1G
1000009027,OIL TYCOON BLACK RUNTZ DIAMONDS 1G,2,,"Total Package, LLC",$81.00 ,$9.00 ,Yes,9,1A40E0100031B51000009027,13544971,12/6/2024,OIL TYCOON BLACK RUNTZ DIAMONDS 1G
1000009028,OIL TYCOON GARY PAYTON DIAMONDS 1G,2,,"Total Package, LLC",$90.00 ,$9.00 ,Yes,10,1A40E0100031B51000009028,13545009,12/6/2024,OIL TYCOON GARY PAYTON DIAMONDS 1G
1000009031,OIL TYCOON PERMANENT GUSHERS DIAMONDS 1G,2,,"Total Package, LLC",$90.00 ,$9.00 ,Yes,10,1A40E0100031B51000009031,13545012,12/6/2024,OIL TYCOON PERMANENT GUSHERS DIAMONDS 1G
1000009026,OIL TYCOON BANANA HONEY DIAMONDS 1G,,10,"Total Package, LLC",$90.00 ,$9.00 ,Yes,10,1A40E0100031B51000009026,13545008,12/6/2024,OIL TYCOON BANANA HONEY DIAMONDS 1G
1000009037,OIL HEAD RAINBOW BELTS SUGAR 1G,,10,"Total Package, LLC",$40.00 ,$4.00 ,Yes,10,1A40E0100031B51000009037,13544976,12/6/2024,OIL HEAD RAINBOW BELTS SUGAR 1G
1000009041,OIL HEAD THE SOAP SUGAR 1G,,10,"Total Package, LLC",$40.00 ,$4.00 ,Yes,10,1A40E0100031B51000009041,13544977,12/6/2024,OIL HEAD THE SOAP SUGAR 1G
1000009033,OIL HEAD BAHAMA BREEZE SUGAR 1G,,10,"Total Package, LLC",$40.00 ,$4.00 ,Yes,10,1A40E0100031B51000009033,13544972,12/6/2024,OIL HEAD BAHAMA BREEZE SUGAR 1G
1000009040,OIL HEAD THE SOAP CRUMBLE 1G,,10,"Total Package, LLC",$40.00 ,$4.00 ,Yes,10,1A40E0100031B51000009040,13545019,12/6/2024,OIL HEAD THE SOAP CRUMBLE 1G
1000009034,OIL HEAD CARDILLAC SUGAR 1G,,10,"Total Package, LLC",$40.00 ,$4.00 ,Yes,10,1A40E0100031B51000009034,13544973,12/6/2024,OIL HEAD CARDILLAC SUGAR 1G
1000009032,OIL TYCOON POISON GUSHERS DIAMONDS 1G*,2,,"Total Package, LLC",$90.00 ,$9.00 ,Yes,10,1A40E0100031B51000009032,13545013,12/6/2024,OIL TYCOON POISON GUSHERS DIAMONDS 1G*
8000005684,Lemon Queef Pre-Roll - ashlock,,60,Ashlock's Farm LLC,$60.00 ,$1.00 ,Yes,60,1A40E0100000B68000005684,13536976,12/19/2024,Lemon Queef Pre-Roll
8000005685,Rooster Leech Pre Roll - ashlock,,60,Ashlock's Farm LLC,$60.00 ,$1.00 ,Yes,60,1A40E0100000B68000005685,13537349,12/17/2024,Rooster Leech Pre Roll
9000042730,JK Cheese Crackers 500mg,,5,JKJ processing inc,$60.00 ,$12.00 ,Yes,5,1A40E0100004B19000042730,13521634,12/6/2024,JK Cheese Crackers 500mg
9000042157,Ride The Rainbow - Multi-Pack,,5,JKJ processing inc,$105.00 ,$21.00 ,Yes,5,1A40E0100004B19000042157,13417475,12/6/2024,Ride The Rainbow - Multi-Pack
9000042718,JKJ Gummies Megadomes Pack,,5,JKJ processing inc,$110.00 ,$22.00 ,Yes,5,1A40E0100004B19000042718,13520792,12/6/2024,JKJ Gummies Megadomes Pack
9000042726,JK Lollipop - Lemon,,12,JKJ processing inc,$25.00 ,$2.50 ,Yes,10,1A40E0100004B19000042726,13521363,12/6/2024,JK Lollipop - Lemon
9000042728,JKJ Gummies Goodnight Grape,,20,JKJ processing inc,$126.00 ,$6.30 ,Yes,20,1A40E0100004B19000042728,13520893,12/6/2024,JKJ Gummies Goodnight Grape Pack
9000042721,Hy-cube Gummy - Cherry 1000mg,,10,JKJ processing inc,$65.00 ,$6.50 ,Yes,10,1A40E0100004B19000042721,13521341,12/6/2024,Hy-cube Gummy - Cherry Packaged
9000042719,Hy-cube Gummy - Grape 1000mg,,10,JKJ processing inc,$65.00 ,$6.50 ,Yes,10,1A40E0100004B19000042719,13521253,12/6/2024,Hy-cube Gummy - Grape Packaged
9000042717,DP PB Wafer Bites,,25,JKJ processing inc,$62.50 ,$2.50 ,Yes,25,1A40E0100004B19000042717,13521333,12/6/2024,DP PB Wafer Bites
9000042727,JKJ Lollipop - Green Apple Caramel,,,JKJ processing inc,$25.00 ,$2.50 ,Yes,10,1A40E0100004B19000042727,13521276,12/6/2024,JKJ Lollipop - Green Apple Caramel
9000042722,JK Lollipop - Cinnamon,,10,JKJ processing inc,$25.00 ,$2.50 ,Yes,10,1A40E0100004B19000042722,13521607,12/6/2024,JK Lollipop - Cinnamon
9000042723,JKJ Lollipop - Watermelon,,11,JKJ processing inc,$25.00 ,$2.50 ,Yes,10,1A40E0100004B19000042723,13521609,12/6/2024,JKJ Lollipop - Watermelon
9000042720,Hy-cube Gummy - Multi Pack 1000mg,,10,JKJ processing inc,$65.00 ,$6.50 ,Yes,10,1A40E0100004B19000042720,13520872,12/6/2024,Hy-cube Gummy - Multi Pack Packaged
9000042724,JKJ Lollipop - Cherry,,12,JKJ processing inc,$25.00 ,$2.50 ,Yes,10,1A40E0100004B19000042724,13521264,12/6/2024,JKJ Lollipop - Cherry
9000042725,Lollipop Chocolate Pepermint 100mg,,11,JKJ processing inc,$35.00 ,$3.50 ,Yes,10,1A40E0100004B19000042725,13520882,12/6/2024,Lollipop Chocolate Pepermint 100mg
9000042729,JK Cheese Crackers 1000mg,,5,JKJ processing inc,$80.00 ,$16.00 ,Yes,5,1A40E0100004B19000042729,13521277,12/6/2024,JK Cheese Crackers 1000mg
D000007304,Platinum Kush Breath small flowers,,945.18,"Blackwell Investments, LLC","$1,270.05 ",$1.40 ,Yes,907.18,1A40E01000173ED000007304,13544487,12/5/2024,Platinum Kush Breath small flowers
D000007261,Apple Fritter flowers,,453.59,"Blackwell Investments, LLC",$997.90 ,$2.20 ,Yes,453.59,1A40E01000173ED000007261,13510838,12/3/2024,Apple Fritter flowers
D000007259,Platinum Kush Breath flowers,,453.59,"Blackwell Investments, LLC",$997.90 ,$2.20 ,Yes,453.59,1A40E01000173ED000007259,13510465,12/3/2024,Platinum Kush Breath flowers
D000007260,Platinum Kush Breath small flowers,3.6799999999999997,,"Blackwell Investments, LLC","$1,764.25 ",$1.40 ,Yes,1260.18,1A40E01000173ED000007260,13510466,12/3/2024,Platinum Kush Breath small flowers
D000007262,Blackwell - Apple Fritters small flowers,,989.18,"Blackwell Investments, LLC","$1,306.45 ",$1.40 ,Yes,933.18,1A40E01000173ED000007262,13510839,12/3/2024,Blackwell - Apple Fritters small flowers
D000007256,Super Lemon Haze small flowers,,1842.36,"Blackwell Investments, LLC","$2,540.10 ",$1.40 ,Yes,1814.36,1A40E01000173ED000007256,13509826,12/3/2024,Super Lemon Haze small flowers
D000007257,Baby Yoda flowers,,453.59,"Blackwell Investments, LLC",$997.90 ,$2.20 ,Yes,453.59,1A40E01000173ED000007257,13509748,12/3/2024,Baby Yoda flowers
D000007255,Super Lemon Haze flowers,,530.5899999999999,"Blackwell Investments, LLC",$997.90 ,$2.20 ,Yes,453.59,1A40E01000173ED000007255,13509825,12/3/2024,Super Lemon Haze flowers
D000007258,Baby Yoda small flowers,,1058.18,"Blackwell Investments, LLC","$1,481.45 ",$1.40 ,Yes,1058.18,1A40E01000173ED000007258,13509749,12/3/2024,Baby Yoda small flowers
B000001101,"Fyrepen, green crack 2g",,20,"MKL Industries, LLC",$260.00 ,$13.00 ,Yes,20,1A40E010000121B000001101,13491206,12/5/2024,"Fryepen, green crack 2g"
B000001100,"Fryepen, apples and bananas 2g",,20,"MKL Industries, LLC",$260.00 ,$13.00 ,Yes,20,1A40E010000121B000001100,13490778,12/5/2024,"Fryepen, apples and bananas 2g"
7000062193,1937 | Vape | 1G | Sativa | Strawberry Cough,,,USCP Manufacturing LLC,$37.50 ,$7.50 ,Yes,5,1A40E010002CC07000062193,13438365,12/2/2024,1937 | Vape | 1G | Sativa | Strawberry Cough
7000062192,1937 | Vape | 1G | Sativa | Sour Diesel,,5,USCP Manufacturing LLC,$37.50 ,$7.50 ,Yes,5,1A40E010002CC07000062192,13438518,12/2/2024,1937 | Vape | 1G | Sativa | Sour Diesel
7000062190,1937 | Vape | 1G | Sativa | Candyland,,,USCP Manufacturing LLC,$37.50 ,$7.50 ,Yes,5,1A40E010002CC07000062190,13438516,12/2/2024,1937 | Vape | 1G | Sativa | Candyland
7000062184,1937 | Vape | 1G | Sativa | Super Jack,,,USCP Manufacturing LLC,$37.50 ,$7.50 ,Yes,5,1A40E010002CC07000062184,13438350,12/2/2024,1937 | Vape | 1G | Sativa | Super Jack
7000062186,1937 | Vape | 1G | Hybrid | Purple Blue Dream,,,USCP Manufacturing LLC,$37.50 ,$7.50 ,Yes,5,1A40E010002CC07000062186,13438510,12/2/2024,1937 | Vape | 1G | Hybrid | Purple Blue Dream
7000062188,1937 | Vape | 1G | Hybrid | Wedding Cake,,,USCP Manufacturing LLC,$37.50 ,$7.50 ,Yes,5,1A40E010002CC07000062188,13438513,12/2/2024,1937 | Vape | 1G | Hybrid | Wedding Cake
7000062183,1937 | Vape | 1G | Indica | Snoop Dog,,5,USCP Manufacturing LLC,$37.50 ,$7.50 ,Yes,5,1A40E010002CC07000062183,13438349,12/2/2024,1937 | Vape | 1G | Indica | Snoop Dog
7000062182,1937 | Vape | 1G | Indica | Skywalker OG,,,USCP Manufacturing LLC,$37.50 ,$7.50 ,Yes,5,1A40E010002CC07000062182,13438508,12/2/2024,1937 | Vape | 1G | Indica | Skywalker OG
7000062185,1937 | Vape | 1G | Hybrid | OG Kush,,,USCP Manufacturing LLC,$37.50 ,$7.50 ,Yes,5,1A40E010002CC07000062185,13438353,12/2/2024,1937 | Vape | 1G | Hybrid | OG Kush
7000062180,1937 | Vape | 1G | Indica | Grand Daddy Purp,,6,USCP Manufacturing LLC,$37.50 ,$7.50 ,Yes,5,1A40E010002CC07000062180,13438505,12/2/2024,1937 | Vape | 1G | Indica | Grand Daddy Purp
7000062187,1937 | Vape | 1G | Hybrid | Tahoe OG,,,USCP Manufacturing LLC,$37.50 ,$7.50 ,Yes,5,1A40E010002CC07000062187,13438356,12/2/2024,1937 | Vape | 1G | Hybrid | Tahoe OG
7000062189,1937 | Vape | 1G | Sativa | Super Lemon Haze,,,USCP Manufacturing LLC,$37.50 ,$7.50 ,Yes,5,1A40E010002CC07000062189,13438514,12/2/2024,1937 | Vape | 1G | Sativa | Super Lemon Haze
7000062191,1937 | Vape | 1G | Sativa | Ghost Train Haze,,5,USCP Manufacturing LLC,$37.50 ,$7.50 ,Yes,5,1A40E010002CC07000062191,13438361,12/2/2024,1937 | Vape | 1G | Sativa | Ghost Train Haze
7000062181,1937 | Vape | 1G | Indica | Zkittlez,,5,USCP Manufacturing LLC,$37.50 ,$7.50 ,Yes,5,1A40E010002CC07000062181,13438507,12/2/2024,1937 | Vape | 1G | Indica | Zkittlez
7000062174,Body Lotion | 500mg | 1-1,1,,USCP Manufacturing LLC,$100.00 ,$20.00 ,Yes,5,1A40E010002CC07000062174,13438291,12/2/2024,Body Lotion | 500mg | 1-1
7000062173,Body Lotion | 200mg | 1-1,2,,USCP Manufacturing LLC,$75.00 ,$15.00 ,Yes,5,1A40E010002CC07000062173,13438288,12/2/2024,Body Lotion | 200mg | 1-1
7000062178,Tincture | 1-1 | 1200 MG,,5,USCP Manufacturing LLC,$75.00 ,$15.00 ,Yes,5,1A40E010002CC07000062178,13438503,12/2/2024,Tincture | 1-1 | 1200 MG
7000062176,Topical Cream | 1-1 | 500 MG,,5,USCP Manufacturing LLC,$75.00 ,$15.00 ,Yes,5,1A40E010002CC07000062176,13438294,12/2/2024,Topical Cream | 1-1 | 500 MG
7000062179,1937 | Vape | 1G | Indica | 9 Pound Hammer,,,USCP Manufacturing LLC,$37.50 ,$7.50 ,Yes,5,1A40E010002CC07000062179,13438504,12/2/2024,1937 | Vape | 1G | Indica | 9 Pound Hammer
7000062175,Topical Cream | 1-1 | 250 MG,,5,USCP Manufacturing LLC,$50.00 ,$10.00 ,Yes,5,1A40E010002CC07000062175,13438333,12/2/2024,Topical Cream | 1-1 | 250 MG
B000000184,"Fryepen, strawberry cough 2g",,21,"MKL Industries, LLC",$260.00 ,$13.00 ,Yes,20,1A40E010000121B000000184,13478003,12/2/2024,"Fryepen, strawberry cough 2g"
B000000186,"Fyrepen, london pound cake 2g",,20,"MKL Industries, LLC",$260.00 ,$13.00 ,Yes,20,1A40E010000121B000000186,13477188,12/2/2024,"Fryepen, london pound cake 2g"
B000000185,"Fyrepen, king louie 13, 2g",,20,"MKL Industries, LLC",$260.00 ,$13.00 ,Yes,20,1A40E010000121B000000185,13477818,12/2/2024,"Fryepen, king louie 13, 2g"
B000000188,"Fyrepen, lemon haze 2g",,20,"MKL Industries, LLC",$260.00 ,$13.00 ,Yes,20,1A40E010000121B000000188,13477819,12/2/2024,"Fryepen, lemon haze 2g"
B000000183,"Fyrepen, maui wowie 2g",,20,"MKL Industries, LLC",$260.00 ,$13.00 ,Yes,20,1A40E010000121B000000183,13477268,12/2/2024,"Fryepen, maui wowie 2g"
B000000187,"Fyrepen, cali gas 2g",,20,"MKL Industries, LLC",$260.00 ,$13.00 ,Yes,20,1A40E010000121B000000187,13477269,12/2/2024,"Fryepen, cali gas 2g"
B000000182,"Fyrepen, venom 2g",,20,"MKL Industries, LLC",$260.00 ,$13.00 ,Yes,20,1A40E010000121B000000182,13478002,12/2/2024,"Fryepen, venom 2g"
B000000180,"Fyrepen, cereal milk 2g",,20,"MKL Industries, LLC",$260.00 ,$13.00 ,Yes,20,1A40E010000121B000000180,13477187,12/2/2024,"Fryepen, cereal milk 2g"
D000007248,Blackwell - Animal Gelato small flowers,,489.88,"Blackwell Investments, LLC",$587.86 ,$1.20 ,Yes,489.88,1A40E01000173ED000007248,13474732,12/2/2024,Blackwell - Animal Gelato small flowers
7000025588,Loud Panda - Rainbow Belts - 2G,,5,OK KIND CONNECTION PROCESSING LLC,$100.00 ,$20.00 ,Yes,5,1A40E0100006987000025588,13430681,11/29/2024,Loud Panda - Rainbow Belts - 2G
7000025585,Loud Panda - Bomb Pop - 2g,,5,OK KIND CONNECTION PROCESSING LLC,$70.00 ,$14.00 ,Yes,5,1A40E0100006987000025585,13430680,11/29/2024,Loud Panda - Bomb Pop - 2g
7000025586,Loud Panda - Panda Punch - 2G,,6,OK KIND CONNECTION PROCESSING LLC,$100.00 ,$20.00 ,Yes,5,1A40E0100006987000025586,13430498,11/29/2024,Loud Panda - Panda Punch - 2G
7000025584,Live Panda - Sticky Buns - 2G,,5,OK KIND CONNECTION PROCESSING LLC,$100.00 ,$20.00 ,Yes,5,1A40E0100006987000025584,13430819,11/29/2024,Live Panda - Sticky Buns - 2G
7000025583,Live Panda - Sour Cobbler - 2G,,5,OK KIND CONNECTION PROCESSING LLC,$100.00 ,$20.00 ,Yes,5,1A40E0100006987000025583,13430783,11/29/2024,Live Panda - Sour Cobbler - 2G
7000025574,Very Berry - 120mg (singles),,25,OK KIND CONNECTION PROCESSING LLC,$50.00 ,$2.00 ,Yes,25,1A40E0100006987000025574,13430781,11/29/2024,Very Berry - 120mg (singles)
7000025572,Passion Fruit - 120mg (SIngles),,25,OK KIND CONNECTION PROCESSING LLC,$50.00 ,$2.00 ,Yes,25,1A40E0100006987000025572,13430814,11/29/2024,Passion Fruit - 120mg (SIngles)
7000025577,Watermelon - 2500mg - Jelly's,,5,OK KIND CONNECTION PROCESSING LLC,$125.00 ,$25.00 ,Yes,5,1A40E0100006987000025577,13430816,11/29/2024,Watermelon - 2500mg - Jelly's
7000025581,Live Panda - PB Breath - 2G,,6,OK KIND CONNECTION PROCESSING LLC,$100.00 ,$20.00 ,Yes,5,1A40E0100006987000025581,13430497,11/29/2024,Live Panda - PB Breath - 2G
7000025576,Cherry - 2500mg - Jelly's,,5,OK KIND CONNECTION PROCESSING LLC,$125.00 ,$25.00 ,Yes,5,1A40E0100006987000025576,13430782,11/29/2024,Cherry - 2500mg - Jelly's
7000025575,Watermelon - 120mg (singles),,25,OK KIND CONNECTION PROCESSING LLC,$50.00 ,$2.00 ,Yes,25,1A40E0100006987000025575,13430815,11/29/2024,Watermelon - 120mg (singles)
7000025582,Live Panda - Pink Runtz - 2G,,5,OK KIND CONNECTION PROCESSING LLC,$100.00 ,$20.00 ,Yes,5,1A40E0100006987000025582,13430818,11/29/2024,Live Panda - Pink Runtz - 2G
7000025578,Live Panda - GMO Burger - 2G,,5,OK KIND CONNECTION PROCESSING LLC,$100.00 ,$20.00 ,Yes,5,1A40E0100006987000025578,13430817,11/29/2024,Live Panda - GMO Burger - 2G
7000025579,Live Panda - Mac & Cheese - 2G,,5,OK KIND CONNECTION PROCESSING LLC,$100.00 ,$20.00 ,Yes,5,1A40E0100006987000025579,13430496,11/29/2024,Live Panda - Mac & Cheese - 2G
7000025573,Strawberry - 120mg (singles),,,OK KIND CONNECTION PROCESSING LLC,$50.00 ,$2.00 ,Yes,25,1A40E0100006987000025573,13430780,11/29/2024,Strawberry - 120mg (singles)
7000025580,Live Panda - Moonshine - 2G,,5,OK KIND CONNECTION PROCESSING LLC,$100.00 ,$20.00 ,Yes,5,1A40E0100006987000025580,13430679,11/29/2024,Live Panda - Moonshine - 2G
7000025571,Cherry - 120mg (Singles),,25,OK KIND CONNECTION PROCESSING LLC,$50.00 ,$2.00 ,Yes,25,1A40E0100006987000025571,13430676,11/29/2024,Cherry - 120mg (Singles)
7000025560,Stoner's Pod - Cotton Candy - 2g,,5,OK KIND CONNECTION PROCESSING LLC,$45.00 ,$9.00 ,Yes,5,1A40E0100006987000025560,13430775,11/29/2024,Stoner's Pod - Cotton Candy - 2g
7000025563,Stoner's Pod - Sex On The Beach - 2g,,5,OK KIND CONNECTION PROCESSING LLC,$45.00 ,$9.00 ,Yes,5,1A40E0100006987000025563,13430813,11/29/2024,Stoner's Pod - Sex On The Beach - 2g
7000025566,Cherry - 1200mg - Jelly's,,6,OK KIND CONNECTION PROCESSING LLC,$70.00 ,$14.00 ,Yes,5,1A40E0100006987000025566,13430675,11/29/2024,Cherry - 1200mg - Jelly's
7000025568,Tropical Punch - 1200mg - Gummies,,5,OK KIND CONNECTION PROCESSING LLC,$70.00 ,$14.00 ,Yes,5,1A40E0100006987000025568,13430677,11/29/2024,Tropical Punch - 1200mg - Gummies
7000025569,Very Berry - 1200mg - Jelly's,,5,OK KIND CONNECTION PROCESSING LLC,$70.00 ,$14.00 ,Yes,5,1A40E0100006987000025569,13430495,11/29/2024,Very Berry - 1200mg - Jelly's
7000025570,Wild Berry Splash - 1200mg - Gummies,,5,OK KIND CONNECTION PROCESSING LLC,$70.00 ,$14.00 ,Yes,5,1A40E0100006987000025570,13430678,11/29/2024,Wild Berry Splash - 1200mg - Gummies
