PackageID,Product,MetrcQty,CurrentQty,Supplier,Cost,CostPerItem,Synced,OriginalQuantity,MetrcTag,ExternalID,ActivatedAt,MetrcName
D000009168,Super Lemon Haze small flowers,,625.18,"Blackwell Investments, LLC",$875.25 ,$1.40 ,Yes,625.18,1A40E01000173ED000009168,15589537,5/7/2025,Super Lemon Haze small flowers
D000009172,Zombi Salsa small flowers,,453.59,"Blackwell Investments, LLC",$635.03 ,$1.40 ,Yes,453.59,1A40E01000173ED000009172,15589479,5/7/2025,Zombi Salsa small flowers
D000009135,Animal Tsunami small flowers,,907.18,"Blackwell Investments, LLC","$1,270.05 ",$1.40 ,Yes,907.18,1A40E01000173ED000009135,15538053,5/2/2025,Animal Tsunami small flowers
D000009137,King Sherb small flowers,,907.18,"Blackwell Investments, LLC","$1,270.05 ",$1.40 ,Yes,907.18,1A40E01000173ED000009137,15538058,5/2/2025,King Sherb small flowers
D000009136,Blackwell - Cap Junky small flowers,,907.18,"Blackwell Investments, LLC","$1,270.05 ",$1.40 ,Yes,907.18,1A40E01000173ED000009136,15538055,5/2/2025,Blackwell - Cap Junky small flowers
D000009138,Super Lemon Haze small flowers,,907.18,"Blackwell Investments, LLC","$1,270.05 ",$1.40 ,Yes,907.18,1A40E01000173ED000009138,15538062,5/2/2025,Super Lemon Haze small flowers
9000057485,Lucky's CO2 Joint - Green Crack - 2g,,9,JKJ processing inc,$36.00 ,$4.00 ,Yes,9,1A40E0100004B19000057485,15443545,5/1/2025,Lucky's CO2 Joint - Green Crack - 2g
9000057479,JKJ Lollipop - Watermelon,,10,JKJ processing inc,$25.00 ,$2.50 ,Yes,10,1A40E0100004B19000057479,15443529,5/1/2025,JKJ Lollipop - Watermelon
0000035206,Gold Rush Yummy Gummy Wild Cherry 2000mg,,,"C3E Management, LLC",$0.01 ,$0.01 ,Yes,1,1A40E0100014180000035206,15520508,5/1/2025,Gold Rush Yummy Gummy Wild Cherry 2000mg
0000035205,Gold Rush - Cake Crasher 1g,,1,"C3E Management, LLC",$0.01 ,$0.01 ,Yes,1,1A40E0100014180000035205,15520465,5/1/2025,Gold Rush - Cake Crasher 1g
D000009120,Blackwell - Cap Junky small flowers,,907.18,"Blackwell Investments, LLC","$1,270.05 ",$1.40 ,Yes,907.18,1A40E01000173ED000009120,15522458,5/1/2025,Blackwell - Cap Junky small flowers
9000059463,Baller Jar - Snickerdoodle Cookies - 28g,,4,JKJ processing inc,$150.00 ,$37.50 ,Yes,4,1A40E0100004B19000059463,15519534,5/2/2025,Baller Jar - Snickerdoodle Cookies - 28g
D000009087,Platinum LCG small flowers,,2141.61,"Blackwell Investments, LLC","$2,919.85 ",$1.40 ,Yes,2085.61,1A40E01000173ED000009087,15510896,4/30/2025,Platinum LCG small flowers
D000009070,King Sherb small flowers,,453.59,"Blackwell Investments, LLC",$635.03 ,$1.40 ,Yes,453.59,1A40E01000173ED000009070,15489494,4/29/2025,King Sherb small flowers
D000009068,Platinum Kush Breath small flowers,,453.59,"Blackwell Investments, LLC",$635.03 ,$1.40 ,Yes,453.59,1A40E01000173ED000009068,15489483,4/29/2025,Platinum Kush Breath small flowers
D000009069,Blackwell - Cap Junky small flowers,,935.18,"Blackwell Investments, LLC","$1,270.05 ",$1.40 ,Yes,907.18,1A40E01000173ED000009069,15489513,4/29/2025,Blackwell - Cap Junky small flowers
D000009065,Platinum LCG flowers,,145.54,"Blackwell Investments, LLC",$289.39 ,$2.20 ,Yes,131.54,1A40E01000173ED000009065,15489729,4/29/2025,Platinum LCG flowers
D000009066,Platinum LCG small flowers,,907.18,"Blackwell Investments, LLC","$1,270.05 ",$1.40 ,Yes,907.18,1A40E01000173ED000009066,15489730,4/29/2025,Platinum LCG small flowers
D000009058,Blackwell - Oreoz small flowers,,907.18,"Blackwell Investments, LLC","$1,270.05 ",$1.40 ,Yes,907.18,1A40E01000173ED000009058,15468302,4/28/2025,Blackwell - Oreoz small flowers
D000009059,Super Lemon Haze small flowers,,907.18,"Blackwell Investments, LLC","$1,270.05 ",$1.40 ,Yes,907.18,1A40E01000173ED000009059,15467781,4/28/2025,Super Lemon Haze small flowers
D000009057,Zombi Salsa flowers,,857.29,"Blackwell Investments, LLC","$1,886.04 ",$2.20 ,Yes,857.29,1A40E01000173ED000009057,15467782,4/28/2025,Zombi Salsa flowers
B000033947,LM | Sunburn | 1g Kief Preroll,,1,C4EXTRACTS LLC,$0.01 ,$0.01 ,Yes,1,1A40E0100002E2B000033947,15439632,4/25/2025,LM | Sunburn | 1g Kief Preroll
B000033941,LM | Peanut Butter Apple | 1g Kief Preroll,,1,C4EXTRACTS LLC,$0.01 ,$0.01 ,Yes,1,1A40E0100002E2B000033941,15439577,4/25/2025,LM | Peanut Butter Apple | 1g Kief Preroll
B000033944,LM | Purple Milk | 1g Kief Preroll,,3,C4EXTRACTS LLC,$0.03 ,$0.01 ,Yes,3,1A40E0100002E2B000033944,15439578,4/25/2025,LM | Purple Milk | 1g Kief Preroll
B000032475,Moon Dust Nanotech Gummies 50mg - Peach,,10,Planet Group LLC,$100.00 ,$10.00 ,Yes,10,1A40E01000282FB000032475,15432955,4/25/2025,Moon Dust Nano Gummies - 1000mg - Peach
B000032472,Batch Moon Dust Distillate Gummies 100mg - Sour Apple 2000MG,,10,Planet Group LLC,$120.00 ,$12.00 ,Yes,10,1A40E01000282FB000032472,15432786,4/25/2025,Moon Dust Distillate Gummies - 2000mg - Sour Apple
B000032473,Moon Dust Distillate Gummies 100mg - Watermelon 2000mg,,10,Planet Group LLC,$120.00 ,$12.00 ,Yes,10,1A40E01000282FB000032473,15432926,4/25/2025,Moon Dust Distillate Gummies - 2000mg - Watermelon
B000032468,Moon Dust Infused 1g Preroll - Watermelon Bubblegum,,12,Planet Group LLC,$60.00 ,$5.00 ,Yes,12,1A40E01000282FB000032468,15432923,4/25/2025,Moon Dust Infused 1g Preroll - Watermelon Bubblegum
B000032465,Moon Dust Infused 1g Preroll - Cosmic Apple,,12,Planet Group LLC,$60.00 ,$5.00 ,Yes,12,1A40E01000282FB000032465,15432782,4/25/2025,Moon Dust Infused 1g Preroll - Cosmic Apple
B000032467,Moon Dust Infused 1g Preroll - Strawberry Sunrise,,12,Planet Group LLC,$60.00 ,$5.00 ,Yes,12,1A40E01000282FB000032467,15432784,4/25/2025,Moon Dust Infused 1g Preroll - Strawberry Sunrise
B000032466,Moon Dust Infused 1g Preroll - Killer Kiwi,,12,Planet Group LLC,$60.00 ,$5.00 ,Yes,12,1A40E01000282FB000032466,15432783,4/25/2025,Moon Dust Infused 1g Preroll - Killer Kiwi
B000032464,Moon Dust Infused 1g Preroll - Blue Razz Burst,,12,Planet Group LLC,$60.00 ,$5.00 ,Yes,12,1A40E01000282FB000032464,15432922,4/25/2025,Moon Dust Infused 1g Preroll - Blue Razz Burst
B000032450,Moon Dust Nano Gummies - 1000mg - Cherry,,10,Planet Group LLC,$100.00 ,$10.00 ,Yes,10,1A40E01000282FB000032450,15432770,4/25/2025,Moon Dust Nano Gummies - 1000mg - Cherry
B000032449,Moon Dust Nano Gummies - 1000mg - Blue Raspberry,,10,Planet Group LLC,$100.00 ,$10.00 ,Yes,10,1A40E01000282FB000032449,15432769,4/25/2025,Moon Dust Nano Gummies - 1000mg - Blue Raspberry
B000032456,Moon Dust Nanotech Gummies 50mg - Watermelon,,10,Planet Group LLC,$100.00 ,$10.00 ,Yes,10,1A40E01000282FB000032456,15432773,4/25/2025,Moon Dust Nano Gummies - 1000mg - Watermelon
B000032453,Moon Dust Nano Gummies - 1000mg - Pineapple,,10,Planet Group LLC,$100.00 ,$10.00 ,Yes,10,1A40E01000282FB000032453,15432772,4/25/2025,Moon Dust Nano Gummies - 1000mg - Pineapple
7000038019,Stoners - 1G - Peach Berry,,10,OK KIND CONNECTION PROCESSING LLC,$40.00 ,$4.00 ,Yes,10,1A40E0100006987000038019,15386465,4/24/2025,Stoners - 1G - Peach Berry
7000038004,Live Panda - El Chapo - 2G,,10,OK KIND CONNECTION PROCESSING LLC,$155.00 ,$15.50 ,Yes,10,1A40E0100006987000038004,15386456,4/24/2025,Live Panda - El Chapo - 2G
B000001048,Chungus Gifts,,10,Tritium LLC,$0.10 ,$0.01 ,Yes,10,1A40E010002AEBB000001048,15443909,4/24/2025,Chungus Infused Preroll 1.2g
D000008953,Platinum Kush Breath small flowers,,2267.95,"Blackwell Investments, LLC","$3,175.13 ",$1.40 ,Yes,2267.95,1A40E01000173ED000008953,15389463,4/19/2025,Platinum Kush Breath small flowers
D000008951,Super Lemon Haze small flowers,,272,"Blackwell Investments, LLC",$380.80 ,$1.40 ,Yes,272,1A40E01000173ED000008951,15389457,4/19/2025,Super Lemon Haze small flowers
D000008950,Super Lemon Haze flowers,,907.18,"Blackwell Investments, LLC","$1,995.80 ",$2.20 ,Yes,907.18,1A40E01000173ED000008950,15389456,4/19/2025,Super Lemon Haze flowers
D000008952,Platinum Kush Breath flowers,,907.18,"Blackwell Investments, LLC","$1,995.80 ",$2.20 ,Yes,907.18,1A40E01000173ED000008952,15389462,4/19/2025,Platinum Kush Breath flowers
D000062517,Full Spec Vape Carts - Twisted Tang - 1g,,5,"Okie Botanical Extractors, LLC",$17.50 ,$3.50 ,Yes,5,1A40E0100002A3D000062517,15350382,4/28/2025,Full Spec Vape Carts - Twisted Tang - 1g
D000062510,Full Spec Vape Carts - Purple Urkle - 1g,,5,"Okie Botanical Extractors, LLC",$17.50 ,$3.50 ,Yes,5,1A40E0100002A3D000062510,15350380,4/20/2025,Full Spec Vape Carts - Purple Urkle - 1g
D000062508,Full Spec Vape Carts - Peanut Butter Kiss - 1g,,5,"Okie Botanical Extractors, LLC",$17.50 ,$3.50 ,Yes,5,1A40E0100002A3D000062508,15350282,4/20/2025,Full Spec Vape Carts - Peanut Butter Kiss - 1g
D000062506,Full Spec Vape Carts - Ice Cream Cake - 1g,,5,"Okie Botanical Extractors, LLC",$17.50 ,$3.50 ,Yes,5,1A40E0100002A3D000062506,15350379,4/20/2025,Full Spec Vape Carts - Ice Cream Cake - 1g
D000062513,Full Spec Vape Carts - Strawberry Shortcake - 1g,,5,"Okie Botanical Extractors, LLC",$17.50 ,$3.50 ,Yes,5,1A40E0100002A3D000062513,15350285,4/28/2025,Full Spec Vape Carts - Strawberry Shortcake - 1g
D000062518,Full Spec Vape Carts - Watermelon Zlushie - 1g,,5,"Okie Botanical Extractors, LLC",$17.50 ,$3.50 ,Yes,5,1A40E0100002A3D000062518,15350383,4/20/2025,Full Spec Vape Carts - Watermelon Zlushie - 1g
D000062512,Full Spec Vape Carts - Strawberry Cough - 1g,,5,"Okie Botanical Extractors, LLC",$17.50 ,$3.50 ,Yes,5,1A40E0100002A3D000062512,15350381,4/28/2025,Full Spec Vape Carts - Strawberry Cough - 1g
D000062505,Full Spec Vape Carts - Gruntz - 1g,,5,"Okie Botanical Extractors, LLC",$17.50 ,$3.50 ,Yes,5,1A40E0100002A3D000062505,15350280,4/20/2025,Full Spec Vape Carts - Gruntz - 1g
D000062516,Full Spec Vape Carts - Tropicana Cookies - 1g,,5,"Okie Botanical Extractors, LLC",$17.50 ,$3.50 ,Yes,5,1A40E0100002A3D000062516,15350288,4/20/2025,Full Spec Vape Carts - Tropicana Cookies - 1g
D000062507,Full Spec Vape Carts - NYC Diesel - 1g,,5,"Okie Botanical Extractors, LLC",$17.50 ,$3.50 ,Yes,5,1A40E0100002A3D000062507,15350281,4/20/2025,Full Spec Vape Carts - NYC Diesel - 1g
D000062509,Full Spec Vape Carts - Pineapple Upsidedown Cake - 1g,,5,"Okie Botanical Extractors, LLC",$17.50 ,$3.50 ,Yes,5,1A40E0100002A3D000062509,15350283,4/20/2025,Full Spec Vape Carts - Pineapple Upsidedown Cake - 1g
D000062504,Full Spec Vape Carts - Green Apple - 1g,,5,"Okie Botanical Extractors, LLC",$17.50 ,$3.50 ,Yes,5,1A40E0100002A3D000062504,15350378,4/20/2025,Full Spec Vape Carts - Green Apple - 1g
D000062501,Full Spec Vape Carts - Blue Appleberry Fizz - 1g,,5,"Okie Botanical Extractors, LLC",$17.50 ,$3.50 ,Yes,5,1A40E0100002A3D000062501,15350278,4/20/2025,Full Spec Vape Carts - Blue Appleberry Fizz - 1g
D000062500,Full Spec Vape Carts - Animal Mintz - 1g,,5,"Okie Botanical Extractors, LLC",$17.50 ,$3.50 ,Yes,5,1A40E0100002A3D000062500,15350376,4/20/2025,Full Spec Vape Carts - Animal Mintz - 1g
D000062503,Full Spec Vape Carts - Grape Ape - 1g,,5,"Okie Botanical Extractors, LLC",$17.50 ,$3.50 ,Yes,5,1A40E0100002A3D000062503,15350377,4/20/2025,Full Spec Vape Carts - Grape Ape - 1g
8000190323,[Pre-Roll Infused] Dr. Funky's Chill Stick Grape Runtz 0.6g [Indica],,25,AAA Cannabis Distribution LLC,$75.00 ,$3.00 ,Yes,25,1A40E010001A908000190323,15371690,4/18/2025,[Pre-Roll Infused] Dr. Funky's Chill Stick Grape Runtz 0.6g [Indica]
8000190324,[Pre-Roll Infused] Dr. Funky's Chill Stick Gummy Bears 0.6g [Indica],,25,AAA Cannabis Distribution LLC,$75.00 ,$3.00 ,Yes,25,1A40E010001A908000190324,15371935,4/18/2025,[Pre-Roll Infused] Dr. Funky's Chill Stick Gummy Bears 0.6g [Indica]
8000190329,[Pre-Roll Infused] Dr. Funky's Chill Stick Planet of the Grapes 0.6g [Indica],,25,AAA Cannabis Distribution LLC,$75.00 ,$3.00 ,Yes,25,1A40E010001A908000190329,15371945,4/18/2025,[Pre-Roll Infused] Dr. Funky's Chill Stick Planet of the Grapes 0.6g [Indica]
B000001041,Chungus Gifts,,40,Tritium LLC,$0.40 ,$0.01 ,Yes,40,1A40E010002AEBB000001041,15381680,4/18/2025,Chungus Infused Preroll 1.2g
B000001040,Chungus Infused Preroll 1.2g,,101,Tritium LLC,$500.00 ,$5.00 ,Yes,100,1A40E010002AEBB000001040,15381917,4/18/2025,Chungus Infused Preroll 1.2g
D000008948,King Sherb small flowers,,1814.36,"Blackwell Investments, LLC","$2,540.10 ",$1.40 ,Yes,1814.36,1A40E01000173ED000008948,15381913,4/18/2025,King Sherb small flowers
D000008947,Zombi Salsa small flowers,,2267.95,"Blackwell Investments, LLC","$3,175.13 ",$1.40 ,Yes,2267.95,1A40E01000173ED000008947,15381912,4/18/2025,Zombi Salsa small flowers
9000055404,Bunny Lollipop - White Chocolate,,20,JKJ processing inc,$84.00 ,$4.20 ,Yes,20,1A40E0100004B19000055404,15186270,4/18/2025,Bunny Lollipop - White Chocolate
D000008918,Snowman flowers,,266.71,"Blackwell Investments, LLC",$586.76 ,$2.20 ,Yes,266.71,1A40E01000173ED000008918,15334745,4/16/2025,Snowman flowers
D000008928,Jealousy x Echo OG small flowers,,907.18,"Blackwell Investments, LLC","$1,270.05 ",$1.40 ,Yes,907.18,1A40E01000173ED000008928,15334752,4/16/2025,Jealousy x Echo OG small flowers
D000008920,Super Lemon Haze flowers,,103.42,"Blackwell Investments, LLC",$227.52 ,$2.20 ,Yes,103.42,1A40E01000173ED000008920,15335132,4/16/2025,Super Lemon Haze flowers
D000008927,Jealousy x Echo OG flowers,,,"Blackwell Investments, LLC","$1,995.80 ",$2.20 ,Yes,907.18,1A40E01000173ED000008927,15334751,4/16/2025,Jealousy x Echo OG flowers
D000008917,Chemical Bride small flowers,,298.46,"Blackwell Investments, LLC",$417.84 ,$1.40 ,Yes,298.46,1A40E01000173ED000008917,15335130,4/16/2025,Chemical Bride small flowers
D000008923,Zombi Salsa small flowers,,907.18,"Blackwell Investments, LLC","$1,270.05 ",$1.40 ,Yes,907.18,1A40E01000173ED000008923,15335135,4/16/2025,Zombi Salsa small flowers
D000008922,Zombi Salsa flowers,,1350.79,"Blackwell Investments, LLC","$2,971.74 ",$2.20 ,Yes,1350.79,1A40E01000173ED000008922,15335134,4/16/2025,Zombi Salsa flowers
D000008926,King Sherb small flowers,,,"Blackwell Investments, LLC","$2,540.10 ",$1.40 ,Yes,1814.36,1A40E01000173ED000008926,15335138,4/16/2025,King Sherb small flowers
D000008921,Super Lemon Haze small flowers,,907.18,"Blackwell Investments, LLC","$1,270.05 ",$1.40 ,Yes,907.18,1A40E01000173ED000008921,15335133,4/16/2025,Super Lemon Haze small flowers
D000008925,King Sherb flowers,,53.52,"Blackwell Investments, LLC",$117.74 ,$2.20 ,Yes,53.52,1A40E01000173ED000008925,15335137,4/16/2025,King Sherb flowers
D000008915,Echo OG x Billy Kimber small flowers,,1396.15,"Blackwell Investments, LLC","$1,954.61 ",$1.40 ,Yes,1396.15,1A40E01000173ED000008915,15335127,4/16/2025,Echo OG x Billy Kimber small flowers
D000008914,Echo OG x Billy Kimber flowers,,2721.54,"Blackwell Investments, LLC","$5,987.39 ",$2.20 ,Yes,2721.54,1A40E01000173ED000008914,15335126,4/16/2025,Echo OG x Billy Kimber flowers
F000087285,1g Pre-Roll | Indica | Donny Burger,,50,"Lone Wolfe Ventures, LLC",$0.50 ,$0.01 ,Yes,50,1A40E010000151F000087285,15285575,4/15/2025,1g Pre-Roll | Indica | Donny Burger
F000087284,1g Pre-Roll | Hybrid | Triple Sec,,50,"Lone Wolfe Ventures, LLC",$0.50 ,$0.01 ,Yes,50,1A40E010000151F000087284,15285777,4/15/2025,1g Pre-Roll | Hybrid | Triple Sec
B000032111,Moon Dust Distillate Gummies - 2000mg - Variety Pack,,10,Planet Group LLC,$160.00 ,$16.00 ,Yes,10,1A40E01000282FB000032111,15219102,4/15/2025,Moon Dust Distillate Gummies - 2000mg - Variety Pack
B000032113,Sample 25mg 1pk - Grape,,10,Planet Group LLC,$0.10 ,$0.01 ,Yes,10,1A40E01000282FB000032113,15218962,4/15/2025,Sample 25mg 1pk - Grape
B000032109,Moon Dust Nano Gummies - 1:1 + CBN 3300mg Variety Pack,,5,Planet Group LLC,$100.00 ,$20.00 ,Yes,5,1A40E01000282FB000032109,15218687,4/15/2025,Moon Dust Nano Gummies - 1:1 + CBN 3300mg Variety Pack
B000032107,Moon Dust Nano Gummies - 1000mg - Variety Pack,,10,Planet Group LLC,$140.00 ,$14.00 ,Yes,10,1A40E01000282FB000032107,15218483,4/15/2025,Moon Dust Nano Gummies - 1000mg - Variety
B000032103,Moon Dust Distillate Gummies 100mg - Peach 2000mg,,10,Planet Group LLC,$120.00 ,$12.00 ,Yes,10,1A40E01000282FB000032103,15218455,4/15/2025,Moon Dust Distillate Gummies - 2000mg - Peach
B000032105,Moon Dust Distillate Gummies 100mg - Strawberry 2000mg,,10,Planet Group LLC,$120.00 ,$12.00 ,Yes,10,1A40E01000282FB000032105,15218633,4/15/2025,Moon Dust Distillate Gummies - 2000mg - Strawberry
B000032106,Moon Dust Distillate Gummies 100mg - Watermelon 2000mg,,10,Planet Group LLC,$120.00 ,$12.00 ,Yes,10,1A40E01000282FB000032106,15218643,4/15/2025,Moon Dust Distillate Gummies - 2000mg - Watermelon
B000032104,Batch Moon Dust Distillate Gummies 100mg - Sour Apple 2000MG,,10,Planet Group LLC,$120.00 ,$12.00 ,Yes,10,1A40E01000282FB000032104,15218630,4/15/2025,Moon Dust Distillate Gummies - 2000mg - Sour Apple
B000032102,Batch Moon Dust Distillate Gummies 100mg - Blue Raspberry 2000MG,,10,Planet Group LLC,$120.00 ,$12.00 ,Yes,10,1A40E01000282FB000032102,15218448,4/15/2025,Moon Dust Distillate Gummies - 2000mg - Blue Raspberry
B000032099,Moon Dust - 1g Infused Preroll - OG Kush,,12,Planet Group LLC,$60.00 ,$5.00 ,Yes,12,1A40E01000282FB000032099,15218289,4/15/2025,Moon Dust - 1g Infused Preroll - OG Kush
B000032101,Moon Dust Infused 1g Preroll - Watermelon Bubblegum,,12,Planet Group LLC,$60.00 ,$5.00 ,Yes,12,1A40E01000282FB000032101,15218446,4/15/2025,Moon Dust Infused 1g Preroll - Watermelon Bubblegum
B000032098,Moon Dust Infused 1g Preroll - Killer Kiwi,,12,Planet Group LLC,$60.00 ,$5.00 ,Yes,12,1A40E01000282FB000032098,15218417,4/15/2025,Moon Dust Infused 1g Preroll - Killer Kiwi
B000032089,Moon Dust Nanotech Gummies 50mg - Peach,,10,Planet Group LLC,$100.00 ,$10.00 ,Yes,10,1A40E01000282FB000032089,15218037,4/15/2025,Moon Dust Nano Gummies - 1000mg - Peach
B000032093,Moon Dust Nano Gummies - 1000mg - Strawberry Banana,,10,Planet Group LLC,$100.00 ,$10.00 ,Yes,10,1A40E01000282FB000032093,15218211,4/15/2025,Moon Dust Nano Gummies - 1000mg - Strawberry Banana
B000032088,Moon Dust Nanotech Gummies - 1000mg - Orange,,10,Planet Group LLC,$100.00 ,$10.00 ,Yes,10,1A40E01000282FB000032088,15218035,4/15/2025,Moon Dust Nano Gummies - 1000mg - Orange
B000032092,Moon Dust Nanotech Gummies 50mg - Strawberry,,10,Planet Group LLC,$100.00 ,$10.00 ,Yes,10,1A40E01000282FB000032092,15218208,4/15/2025,Moon Dust Nano Gummies - 1000mg - Strawberry
B000032090,Moon Dust Nano Gummies - 1000mg - Pineapple,,10,Planet Group LLC,$100.00 ,$10.00 ,Yes,10,1A40E01000282FB000032090,15218039,4/15/2025,Moon Dust Nano Gummies - 1000mg - Pineapple
B000032091,Moon Dust Nanotech Gummies 50mg - Sour Apple,,10,Planet Group LLC,$100.00 ,$10.00 ,Yes,10,1A40E01000282FB000032091,15217998,4/15/2025,Moon Dust Nano Gummies - 1000mg - Sour Apple
B000032094,Moon Dust Nanotech Gummies 50mg - Watermelon,,10,Planet Group LLC,$100.00 ,$10.00 ,Yes,10,1A40E01000282FB000032094,15218070,4/15/2025,Moon Dust Nano Gummies - 1000mg - Watermelon
B000032086,Moon Dust Nano Gummies - 1000mg - Cherry,,10,Planet Group LLC,$100.00 ,$10.00 ,Yes,10,1A40E01000282FB000032086,15218028,4/15/2025,Moon Dust Nano Gummies - 1000mg - Cherry
B000032082,Moon Dust Infused 1g Preroll - Tigers Blood,,12,Planet Group LLC,$60.00 ,$5.00 ,Yes,12,1A40E01000282FB000032082,15218607,4/15/2025,Moon Dust Infused 1g Preroll - Tigers Blood
B000032056,Moon Dust Nano Gummies - 2000mg - Variety Pack,,10,Planet Group LLC,$180.00 ,$18.00 ,Yes,10,1A40E01000282FB000032056,15225364,4/15/2025,Moon Dust Nano Gummies - 2000mg - Variety Pack
B000032087,Moon Dust Nanotech Gummies 50mg - Mango,,10,Planet Group LLC,$100.00 ,$10.00 ,Yes,10,1A40E01000282FB000032087,15218032,4/15/2025,Moon Dust Nano Gummies - 1000mg - Mango
B000001020,Tropical Gas Pens 2ml,,15,Tritium LLC,$210.00 ,$14.00 ,Yes,15,1A40E010002AEBB000001020,15272525,4/13/2025,Tropical Gas Pens 2ml
B000001019,Watermelon Skittlez 2ml Pens,,10,Tritium LLC,$140.00 ,$14.00 ,Yes,10,1A40E010002AEBB000001019,15272523,4/13/2025,Watermelon Skittlez 2ml Pens
B000001018,Blueberry Strawberry Pens 2ml,,15,Tritium LLC,$210.00 ,$14.00 ,Yes,15,1A40E010002AEBB000001018,15272522,4/13/2025,Blueberry Strawberry Pens 2ml
241461860,GLASS DANCI WOMAN PIPE,,2,C Store Imports,$26.00 ,$13.00 ,No,2,,,4/12/2025,
241461609,GB-927 PIPE,,1,C Store Imports,$7.00 ,$7.00 ,No,1,,,4/12/2025,
241461571,CHILL GLASS BONG,,1,C Store Imports,$15.00 ,$15.00 ,No,1,,,4/12/2025,
241461570,PULSAR DAB STRAW,,1,C Store Imports,$10.99 ,$10.99 ,No,1,,,4/12/2025,
5000161445,Chembow Slice - Hybrid - Flower Pre Roll - 1g,,10,Tribe Edibles LLC,$0.10 ,$0.01 ,Yes,10,1A40E0100000AF5000161445,15247558,4/12/2025,Chembow Slice - Hybrid - Flower Pre Roll - 1g
5000161444,Bridezilla - Indica - Flower Pre Roll - 1g,,10,Tribe Edibles LLC,$0.10 ,$0.01 ,Yes,10,1A40E0100000AF5000161444,15247750,4/12/2025,Bridezilla - Indica - Flower Pre Roll - 1g
5000161446,Lush Raspberry - Sativa - Flower Pre Roll - 1g,,10,Tribe Edibles LLC,$0.10 ,$0.01 ,Yes,10,1A40E0100000AF5000161446,15247559,4/12/2025,Lush Raspberry - Sativa - Flower Pre Roll - 1g
5000161438,Tribe Splits - Garlic Glue Live Badder & Jolly Budder Live Sugar - 2g,,5,Tribe Edibles LLC,$55.00 ,$11.00 ,Yes,5,1A40E0100000AF5000161438,15247745,4/12/2025,Tribe Splits - Garlic Glue Live Badder & Jolly Budder Live Sugar - 2g
5000161435,Tribe Splits - Garlic Budder Live Sugar & THCa Isolate - 2g,,5,Tribe Edibles LLC,$55.00 ,$11.00 ,Yes,5,1A40E0100000AF5000161435,15247552,4/12/2025,Tribe Splits - Garlic Budder Live Sugar & THCa Isolate - 2g
5000161436,Tribe Splits - Garlic Budder - Sugar & Dragon Fish - Badder - 2g,,5,Tribe Edibles LLC,$55.00 ,$11.00 ,Yes,5,1A40E0100000AF5000161436,15247744,4/12/2025,Tribe Splits - Garlic Budder - Sugar & Dragon Fish - Badder - 2g
5000161429,Sushi Roll - Live Badder - 1g,,5,Tribe Edibles LLC,$20.00 ,$4.00 ,Yes,5,1A40E0100000AF5000161429,15247735,4/12/2025,Sushi Roll - Live Badder - 1g
5000161430,Thirty Three - Live Hash Rosin - 1g,,5,Tribe Edibles LLC,$50.00 ,$10.00 ,Yes,5,1A40E0100000AF5000161430,15247544,4/12/2025,Thirty Three - Live Hash Rosin - 1g
5000161427,Squirt - Live Badder - 1g,,5,Tribe Edibles LLC,$20.00 ,$4.00 ,Yes,5,1A40E0100000AF5000161427,15247732,4/12/2025,Squirt - Live Badder - 1g
5000161421,Guava - Live Hash Rosin - 1g,,5,Tribe Edibles LLC,$50.00 ,$10.00 ,Yes,5,1A40E0100000AF5000161421,15247535,4/12/2025,Guava - Live Hash Rosin - 1g
5000161425,Runaway Bride - Live Sugar - 1g,,5,Tribe Edibles LLC,$20.00 ,$4.00 ,Yes,5,1A40E0100000AF5000161425,15247729,4/12/2025,Runaway Bride - Live Sugar - 1g
5000161415,Fish Party - Live Badder - 1g,,5,Tribe Edibles LLC,$20.00 ,$4.00 ,Yes,5,1A40E0100000AF5000161415,15247714,4/12/2025,Fish Party - Live Badder - 1g
5000161422,Juicy Bling - Diamonds and Terps - Big Ass Baller - 28g,,1,Tribe Edibles LLC,$115.00 ,$115.00 ,Yes,1,1A40E0100000AF5000161422,15247536,4/12/2025,Juicy Bling - Diamonds and Terps - Big Ass Baller - 28g
5000161412,B.B.G. - Live Sugar - 1g,,1,Tribe Edibles LLC,$4.00 ,$4.00 ,Yes,1,1A40E0100000AF5000161412,15247526,4/12/2025,B.B.G. - Live Sugar - 1g
5000161424,Rainbow Sherbert #1 x H.O. - Live Badder - 1g,,5,Tribe Edibles LLC,$20.00 ,$4.00 ,Yes,5,1A40E0100000AF5000161424,15247539,4/12/2025,Rainbow Sherbert #1 x H.O. - Live Badder - 1g
5000161416,Garlic Breath - Live Sugar - 1g,,5,Tribe Edibles LLC,$20.00 ,$4.00 ,Yes,5,1A40E0100000AF5000161416,15247531,4/12/2025,Garlic Breath - Live Sugar - 1g
5000161417,Gary Payton - Live Hash Rosin - 1g,,5,Tribe Edibles LLC,$50.00 ,$10.00 ,Yes,5,1A40E0100000AF5000161417,15247532,4/12/2025,Gary Payton - Live Hash Rosin - 1g
D000008869,Blackwell - Cap Junky small flowers,,1024.18,"Blackwell Investments, LLC","$1,433.85 ",$1.40 ,Yes,1024.18,1A40E01000173ED000008869,15263556,4/11/2025,Blackwell - Cap Junky small flowers
