SKU,Available,Product,Strain,Price,Cost,Category,Tags,Type,Isretired,Lineage,Distillation,Allergens,Brand,Mastercategory,Netweight,Productgrams,Regulatorycategory,Size,Taxable,THCcontent,UPC,Vendor
95689442,8,Mango | 600mg | Gummies | Arcadia,Multi Harvest,12,5,Edibles,Gummies,Quantity,No,,,,Arcadia,Edibles,0.7,0.6g,Edible,,Yes,,,Arcadia Brands LLC
90938724,9,Summerberry | 600mg | Gummies | Arcadia,Multi Harvest,12,5,Edibles,Gummies,Quantity,No,,,,Arcadia,Edibles,0.7,0.6g,Edible,,Yes,,,Arcadia Brands LLC
62379871,9,Strawberry | 600mg | Gummies | Arcadia,Multi Harvest,12,5,Edibles,Gummies,Quantity,No,,,,Arcadia,Edibles,0.7,0.6g,Edible,,Yes,,,Arcadia Brands LLC
14367673,9,Green Apple | 600mg | Gummies | Arcadia,Multi Harvest,15,5,Edibles,Gummies,Quantity,No,,,,Arcadia,Edibles,0.7,0.6g,Edible,,Yes,,,Arcadia Brands LLC
77858777,3,THCv | 600mg | Gummies | Arcadia,Multi Harvest,40,16.86,Edibles,Gummies,Quantity,No,,,,Arcadia,Edibles,33,0.6g,Edible,,Yes,,,Arcadia Brands LLC
66395494,8,Tropical Fruit  | 250mg | Gummies | Arcadia,Multi Harvest,12,4.55,Edibles,Gummies,Quantity,No,,,,Arcadia,Edibles,55,0.25g,Edible,,Yes,,,Arcadia Brands LLC
10288807,3,Ocean Water  | 250mg | Gummies | Arcadia,Multi Harvest,12,4.55,Edibles,Gummies,Quantity,No,,,,Arcadia,Edibles,55,0.25g,Edible,,Yes,,,Arcadia Brands LLC
89673086,8,Chocolate Bites | 300mg | Likewise,Multi Harvest,15,6.5,Edibles,,Quantity,No,,,,Likewise,Edibles,45,0.3g,Edible,,Yes,,,Arcadia Brands LLC
04171257,12,Strawberries and Cream | GO 3.5 | Pollen Nation,Strawberries and Cream,0.01,0.01,Flower,,Quantity,No,,,,,Flower,,3.5g,Flower/Bud,,Yes,,,
76240216,8,Key Lime Pie | 1200mg | Gummies | Arcadia,Multi Harvest,30,12.96,Edibles,Gummies,Quantity,No,,,,Arcadia,Edibles,2.36,1.2g,Edible,,Yes,,,Arcadia Brands LLC
21227681,4,Sea Salt Caramels | 1000mg | Likewise,Multi Harvest,25,6.5,Edibles,,Quantity,No,,,,Likewise,Edibles,45,0.3g,Edible,,Yes,,,Arcadia Brands LLC
83319185,0,Gambo | Indica | Dab | 77 Extracts,Gambo,6,3,BHO,Dabs,Quantity,No,,,,,Concentrates,,1g,Concentrate,,Yes,,,
67107832,0,Chronic Widow | Indica | Dab | 77 Extracts,Gastro Pop,6,3,BHO,Dabs,Quantity,No,,,,77 Extracts,Concentrates,,1g,Concentrate,,Yes,,,Life of Riley LLC
89926894,0,Big League Choo  | Indica | Flower |  Green Dynasty,Big League Choo,5,3.62,Flower,Flower,Weight,No,,,,Green Dynasty,Flower,,,Flower/Bud,,Yes,,,Green Dynasty LLC
04662253,61,$5 Hemp Wrap,,5,2.5,Papers,,Quantity,No,,,,,Smokeshop,,0g,,,Yes,,,
81834860,24,OG Chillum,,3,0.01,Smokeshop,,Quantity,No,,,,,Smokeshop,,,,,Yes,,,
77029045,9,Mini Bic,,2,,Smokeshop,,Quantity,No,,,,,Smokeshop,,,,,Yes,,,
71789591,3.9,Sherbert | Indica |  Flower | Nugz,Sherbert,7,2.2,Flower,Flower,Weight,No,,,,Nugz,Flower,,,Flower/Bud,,Yes,,,Grassfire LLC
52224971,1,XS Bones | Desserted Dogg,,25,12,Hemp,,Quantity,No,,,,,Smokeshop,,,,,Yes,,,
90820390,0,XS Sausage | Desserted Dogg,,25,12,Hemp,,Quantity,No,,,,,Smokeshop,,,,,Yes,,,
44936131,3,XS Sasauge | Desserted Dogg,,25,12,Hemp,,Quantity,No,,,,,Smokeshop,,,,,Yes,,,
59554804,6,XS Beef Liver | Desserted Dogg,,35,16,Hemp,,Quantity,No,,,,,Smokeshop,,,,,Yes,,,
81825178,52,Tincture | Desserted Dogg,,40,18,Hemp,,Quantity,No,,,,,Smokeshop,,,,,Yes,,,
52328699,0,Loose Bones | Desserted Dogg,,1,0.5,Hemp,,Quantity,No,,,,,Smokeshop,,,,,Yes,,,
91482187,1,GEN 1 | Indubious,,30,17,Smokeshop,,Quantity,No,,,,,Smokeshop,,,,,Yes,,,
07276202,1,GEN 4 | Indubious,,35,17,Smokeshop,,Quantity,No,,,,,Smokeshop,,,,,Yes,,,
74451761,0,GEN 2 | Indubious,,40,18,Smokeshop,,Quantity,No,,,,,Smokeshop,,,,,Yes,,,
96054741,1,Bubbler | Indubious,,50,22,Smokeshop,,Quantity,No,,,,,Smokeshop,,,,,Yes,,,
72987309,0,Grinder | Indubious,,40,17,Smokeshop,,Quantity,No,,,,,Smokeshop,,,,,Yes,,,
38499078,1,Phone Lighter | Indubious,,20,10,Smokeshop,,Quantity,No,,,,,Smokeshop,,,,,Yes,,,
58420163,1,Quick Hit  | Indubious,,25,12,Smokeshop,,Quantity,No,,,,,Smokeshop,,,,,Yes,,,
39168505,1,Quick Pack | Indubious,,20,10,Smokeshop,,Quantity,No,,,,,Smokeshop,,,,,Yes,,,
GB,5,Grow Bags | MushroomsOK,,25,12.5,Smokeshop,,Quantity,No,,,,,Smokeshop,,,,,Yes,,,
85578817,6,Gourmet  Syringe | MushroomsOK,,25,12.5,Smokeshop,,Quantity,No,,,,,Smokeshop,,,,,Yes,,,
16340206,31.5,MODIFIED GRAPES | Indica | Flower |  Green Dynasty,Glitter Bomb,0,0.01,Flower,Flower,Weight,No,,,,Green Dynasty,Flower,,,Flower/Bud,,Yes,,,Green Dynasty LLC
99197315,0,GELATO 41 | Hybrid | Flower Method,GELATO 41,0,1.75,Flower,Flower,Weight,No,,,,Method,Flower,,,Flower/Bud,,Yes,,,Method Labs LLC
64792396,0,Pink Sunset | Indica | Flower | Method,Pink Sunset,5,,Flower,,Weight,No,,,,Method,Flower,,,,,Yes,,,Method Labs LLC
37313534,2,GRAMMIES BLUNT PREROLL,,20,,Infused Blunts,,Quantity,No,,,,,Concentrates,,0.25g,,,Yes,,,
11923894,18,STRELKA | Hash Hits FIVE PACK | BUBBLEMAN,STRELKA | FIVE PACK | BUBBLEMAN,25,12,Hash,,Quantity,No,,,,,Concentrates,,1g,Concentrate,,Yes,,,Hall of Dank
95267186,14,MIKES STRAWBERRY LEMONADE | Hash Hits FIVE PACK | BUBBLEMAN,Mike's Strawberry Lemonade,25,12,Hash,,Quantity,No,,,,,Concentrates,,1g,,,Yes,,,Hall of Dank
70789134,20,SHOCKWAVE | Hash Hits FIVE PACK | BUBBLEMAN,Shockwave,25,12,Hash,,Quantity,No,,,,,Concentrates,,1g,Concentrate,,Yes,,,Hall of Dank
88931226,2,MIKES STRAWBERRY LEMONADE | Hash Hits SINGLES | BUBBLEMAN,Mike's Strawberry Lemonade,6,2.75,Hash,,Quantity,No,,,,,Concentrates,,0.2g,,,Yes,,,Hall of Dank
80245616,8,STRELKA | Hash Hits SINGLES | BUBBLEMAN,Strelka,6,2.75,Hash,,Quantity,No,,,,,Concentrates,,0.2g,Concentrate,,Yes,,,
68741627,3,SHOCKWAVE | INDICA | Hash Hits  SINGLE | BUBBLEMAN,Shockwave,5,2.75,Hash,,Quantity,No,,,,,Concentrates,,1g,Concentrate,,Yes,,,
26763649,0,Qrazy Train | Hybrid | Rosin Roll,Qrazy Queen,16,8,Infused Pre-Rolls,,Quantity,No,,,,,Concentrates,,1g,Concentrate,,Yes,,,Hall of Dank
27159371,0,Cookie Dough | Indica | Rosin Roll,Cookie Dough,16,8,Infused Pre-Rolls,,Quantity,No,,,,,Concentrates,,1g,,,Yes,,,Hall of Dank
78697127,0,Greasy Grape | Indica | Rosin Roll,Greasy Grape,16,8,Infused Pre-Rolls,,Quantity,No,,,,,Concentrates,,1g,Concentrate,,Yes,,,
93972749,0,Chernobyl | Indica | Rosin Roll,Chernobyl,16,8,Infused Pre-Rolls,,Quantity,No,,,,,Concentrates,,1g,Concentrate,,Yes,,,
50859878,13,Scotty 2 Hotty | Indica Hybrid | Flower | HOD,Scotty 2 Hotty,7,225,Flower,,Weight,No,,,,,Flower,,,,,Yes,,,Hall of Dank
02966396,49.5,Shockwave | Indica  | Flower | HOD,Shockwave,0,225,Flower,,Weight,No,,,,,Flower,,,,,Yes,,,Hall of Dank
55983522,47.5,Strelka | Sativa  | Flower | HOD,Strelka,0,225,Flower,,Weight,No,,,,,Flower,,,,,Yes,,,Hall of Dank
98694254,0,Mikes Strawberry Lemonade | Hybrid | Flower | HOD,Mike's Strawberry Lemonade,7,225,Flower,,Weight,No,,,,,Flower,,,,,Yes,,,Hall of Dank
58832730,1,Greasy Grape | Indica | 0.5g SHO Vape | HOD,Greasy Grape,36,18,Disposable Vape,,Quantity,No,,,,,Vape Cartridges,,0.5g,,,Yes,,,
82584205,2,Okie Orange | Hybrid | 0.5g SHO Vape | HOD,Okie Orange,36,18,Disposable Vape,,Quantity,No,,,,,Vape Cartridges,,0.5g,,,Yes,,,Hall of Dank
56642082,0,Qrazy Queen  | Hybrid | 0.5g SHO Vape | HOD,Qrazy Queen,36,18,Disposable Vape,,Quantity,No,,,,,Vape Cartridges,,0.5g,,,Yes,,,Hall of Dank
75369695,4,Black Cherry Pie | Hybrid | 0.5g SHO Vape | HOD,Black Cherry Pie,36,18,Disposable Vape,,Quantity,No,,,,,Vape Cartridges,,0.5g,,,Yes,,,Hall of Dank
73649274,0,Diamond Gelato | Indica | 0.5g SHO Vape | HOD,Diamond Gelato,36,18,Disposable Vape,,Quantity,No,,,,,Vape Cartridges,,0.5g,,,Yes,,,Hall of Dank
08683324,1,Grape | 250mg Gummies | Red Dirt,Multi Harvest,8,4,Edibles,Gummies,Quantity,No,,,,Red Dirt,Edibles,,0.25g,,,Yes,,,Green Infusion LLC
37026744,3,RSO | Red Dirt,Multi Harvest,12,6,Edibles,,Quantity,No,,,,Red Dirt,Edibles,,1g,,,Yes,,,Green Infusion LLC
99476103,2,Pineapple | 250mg Gummies | Red Dirt,Multi Harvest,8,4,Edibles,Gummies,Quantity,No,,,,Red Dirt,Edibles,,0.25g,,,Yes,,,Green Infusion LLC
69571269,7,Cubano | Vibes,,5,0.01,Smokeshop,,Quantity,No,,,,,Smokeshop,,,,,Yes,,,
37637401,8,1 1/4 Papers |  Vibes,,3,0.01,Smokeshop,,Quantity,No,,,,,Smokeshop,,,,,Yes,,,
55254865,1,Rice Papers |  Vibes,,3,0.01,Smokeshop,,Quantity,No,,,,,Smokeshop,,,,,Yes,,,
04902560,1,Hemp Papers |  Vibes,,3,0.01,Smokeshop,,Quantity,No,,,,,Smokeshop,,,,,Yes,,,
38978893,4,Hemp Gummies | Canna Complex,,30,0.01,Hemp,,Quantity,No,,,,,Smokeshop,,,,,Yes,,,
40368316,3,510 Battery,,10,0.01,Smokeshop,,Quantity,No,,,,,Smokeshop,,,,,Yes,,,
86535808,1,Grinder,,10,0.01,Smokeshop,,Quantity,No,,,,,Smokeshop,,,,,Yes,,,
41204421,0,BERMUDA TRIANGE | hYBRID | PRE-ROLL | POTT COUNTY BOYS,Bermuda Triangle,3,1,Pre-Rolls,,Quantity,No,,,,,Flower,,1g,,,Yes,,,Pot County Boys llp
25327623,0,GMO | INDICA | PRE-ROLL | POTT COUNTY BOYS,GMO,3,1,Pre-Rolls,,Quantity,No,,,,,Flower,,1g,,,Yes,,,Pot County Boys llp
93761927,0,TERPLERAIN | HYBRID | PRE-ROLL | POTT COUNTY BOYS,TERPLERAIN,3,1,Pre-Rolls,,Quantity,No,,,,,Flower,,1g,,,Yes,,,Pot County Boys llp
71111820,39,Fish Bowl | Sativa | Mowdy,,10,100,Flower,,Weight,No,,,,Mowdy Farms,Flower,,,,,Yes,,,
05885344,0,Apples and Bananas | Hybrid Flower | Mowdy,,0,,Flower,,Weight,No,,,,,Flower,,,,,Yes,,,
56967274,93,Georgia Asphalt,,10,,Flower,,Weight,No,,,,,Flower,,,,,Yes,,,
50227232,0,Whoopie Pie | Indica | Grammies Bleezies | Method,Whoopie Pie,20,10,Infused Blunts,,Quantity,No,,,,,Concentrates,,4g,Concentrate,,Yes,,,
46809955,0,Tropic Gelato | Indica | Grammies Bleezies | Method,Tropic Gelato,20,10,Infused Blunts,,Quantity,No,,,,,Concentrates,,4g,Concentrate,,Yes,,,
58410695,0,Yuzu Sherbert | Hybrid | Grammies Bleezies | Method,Yuzu Sherbert,20,10,Infused Blunts,,Quantity,No,,,,,Concentrates,,4g,Concentrate,,Yes,,,
09743121,5,Dab Straw | Nectar Collector,,5,2,Smokeshop,,Quantity,No,,,,,Smokeshop,,,,,Yes,,,
17217580,0,TRUFFLE MINTS PRE-ROLL,,3,1,Pre-Rolls,,Quantity,No,,,,,Flower,,1g,,,Yes,,,
25275688,0,HAWAIIAN BY NIGHT | INDICA FLOWER | LAWLESS,HAWAIIAN BY NIGHT,7,114,Flower,,Weight,No,,,,,Flower,,,,,Yes,,,LAWLESS
74811471,0,GUSHERS | FLOWER | LAWLESS,GUSHERS,10,126.54,Flower,,Weight,No,,,,,Flower,,,Flower/Bud,,Yes,,,
04640436,0,GAZURPLE | HYBRID FLOWER | LAWLESS,GAZURPLE,10,126.54,Flower,,Weight,No,,,,,Flower,,,,,Yes,,,LAWLESS
20567369,0,WHITE MARKET GELATO | FLOWER | LAWLESS,WHITE MARKET GELATO,5,454,Flower,,Weight,No,,,,,Flower,,,Flower/Bud,,Yes,,,
28209548,0,GRAPE BISCOTTI | INDICA | FLOWER,GRAPE BISCOTTI,8.19,114,Flower,,Weight,No,,,,,Flower,,,,,Yes,,,LAWLESS
01135333,0,CRYO WOLF | FP INFUSED PRE ROLL | RUBY MAE,CRYO WOLF,25,13.5,Infused Pre-Rolls,,Quantity,No,,,,,Concentrates,,2.5g,,,Yes,,,
98615356,4,25 MG CARAMELS | 10 PK | LIKEWISE,,12,0.01,Edibles,,Quantity,No,,,,,Edibles,,250g,,,Yes,,,Arcadia Brands LLC
63916892,0,PARTY PACK | 40MG SATIVA SINGLE | ARCADIA LABS,,5,0.01,Edibles,,Quantity,No,,,,,Edibles,,40g,,,Yes,,,
24908638,2,PARTY PACK | 40MG INDICA SINGLE | ARCADIA LABS,,5,0.01,Edibles,,Quantity,No,,,,Arcadia,Edibles,,40g,,,Yes,,,Arcadia Brands LLC
58381934,0,CHOCOLATE | INFUSED PRE ROLL SINGLES | THUNDER WALKER,,5,2.5,Infused Pre-Rolls,,Quantity,No,,,,,Concentrates,,1g,,,Yes,,,
37942110,0,LEMON | INFUSED PRE ROLL SINGLE | THUNDER WALKER,,5,2.5,Infused Pre-Rolls,,Quantity,No,,,,,Concentrates,,1g,,,Yes,,,
02389876,0,THUNDER KATS | INFUSED PRE ROLL SINGLES | THUNDER WALKER,,5,2.5,Infused Pre-Rolls,,Quantity,No,,,,,Concentrates,,1g,,,Yes,,,
26665060,0,BERRY | INFUSED PRE ROLL SINGLE | THUNDER WALKER,,5,2.5,Infused Pre-Rolls,,Quantity,No,,,,,Concentrates,,1g,,,Yes,,,
63751577,0,WATERMELON | INFUSED PRE ROLL SINGLE | THUNDER WALKER,,5,2.5,Infused Pre-Rolls,,Quantity,No,,,,,Concentrates,,1g,,,Yes,,,
46879668,1,CHOCOLATE | INFUSED PRE ROLL 5 PACK | THUNDER WALKER,,20,10,Infused Pre-Rolls,,Quantity,No,,,,,Concentrates,,5g,,,Yes,,,
49940478,0,LEMON | INFUSED PRE ROLL 5 PACK | THUNDER WALKER,,20,10,Infused Pre-Rolls,,Quantity,No,,,,,Concentrates,,5g,,,Yes,,,
77926235,0,THUINDER KATS | INFUSED PRE ROLL 5 PACK | THUNDER WALKER,,20,10,Infused Pre-Rolls,,Quantity,No,,,,,Concentrates,,5g,,,Yes,,,
86124264,0,BERRY | INFUSED PRE ROLL 5 PACK | THUNDER WALKER,,20,10,Infused Pre-Rolls,,Quantity,No,,,,,Concentrates,,5g,,,Yes,,,
71816400,0,WATERMELON | INFUSED PRE ROLL 5 PACK | THUNDER WALKER,,20,10,Infused Pre-Rolls,,Quantity,No,,,,,Concentrates,,5g,,,Yes,,,
94232412,0,LEMONAGE | SATIVA | PRE-ROLL | POTT COUNTY BOYS,GMO,3,1,Pre-Rolls,,Quantity,No,,,,,Flower,,1g,,,Yes,,,Pot County Boys llp
44244771,0,TRUFFLE MINTS | INDICA | PRE-ROLL | POTT COUNTY BOYS,GMO,3,1,Pre-Rolls,,Quantity,No,,,,,Flower,,1g,,,Yes,,,Pot County Boys llp
83528435,9,1000MG CHOCOLATE BAR | LAWLESS,,30,15,Edibles,,Quantity,No,,,,LAWLESS,Edibles,,1000g,,,Yes,,,LAWLESS
96391693,0,STRAWBERRIES N CREAM | SATIVA | FLOWER | POLLEN NATION,STRAWBERRIES N CREAM,5,1,Flower,,Weight,No,,,,,Flower,,,,,Yes,,,Pollen Nation Cultivation LLC
71356308,0,SUPERBOOF | HYBRID | FLOWER | DC PREMIER,SUPERBOOF,10,2,Flower,,Weight,No,,,,,Flower,,,,,Yes,,,DC PREMIER
15924080,0,SHERBERT GMO | INDICA HYBRID | FLOWER | DC PREMIER,SHERBERT GMO,10,2,Flower,,Weight,No,,,,,Flower,,,,,Yes,,,DC PREMIER
49027451,0,BLUEBERRY MUFFIN | INDICA | FLOWER | DC PREMIER,Blueberry Muffins,7,,Flower,,Weight,No,,,,,Flower,,,,,Yes,,,DC PREMIER
82183295,3,CHIMERA | INFUSED PREROLL | RUBY MAES,CHIMERA,13,7,Infused Pre-Rolls,,Quantity,No,,,,Ruby Mae's,Concentrates,,1g,,,Yes,,,"Ruby Mae's, LLC"
74198249,7,WILD BERRY FUMES | INFUSED PRE ROLL | RUBY MAES,,13,7,Infused Pre-Rolls,,Quantity,No,,,,,Concentrates,,1g,,,Yes,,,
39181923,0,JEALOUSY | HYBRID | 5PK | RUBY MAES,JEALOUSY,20,12,Infused Pre-Rolls,,Quantity,No,,,,Ruby Mae's,Concentrates,,2.5g,,,Yes,,,"Ruby Mae's, LLC"
43878559,0,TROPICAL CAKE | INDICA | PREROLL | POTT COUNTY BOYS,TROPICAL CAKE,3,1,Pre-Rolls,,Quantity,No,,,,,Flower,,1g,,,Yes,,,Pot County Boys llp
22285440,0,DONNY BURGER | INDICA | INFUSED PREROLL | SESH,DONNY BURGER,8,2,Infused Pre-Rolls,,Quantity,No,,,,,Concentrates,,1g,,,Yes,,,SESH CONFIDENTIAL LLC
68597908,24,SOUR DURBAN | SATIVA | INFUSED PRE ROLL | SESH,,8,2,Infused Pre-Rolls,,Quantity,No,,,,,Concentrates,,1g,,,Yes,,,
97420307,9,100 MG | BLUEBERRY PEACH GUMMIES | NATURES KEY,,10,5,Edibles,,Quantity,No,,,,,Edibles,74,0.25g,Edible,,Yes,,,NATURES KEY
23724936,10,100 MG | BLUEBERRY LEMON GUMMIES | NATURES KEY,,10,5,Edibles,,Quantity,No,,,,,Edibles,74,0.25g,Edible,,Yes,,,NATURES KEY
47822115,9,100 MG | CHERRY APPLE GUMMIES | NATURES KEY,,10,5,Edibles,,Quantity,No,,,,,Edibles,74,0.25g,Edible,,Yes,,,NATURES KEY
18315354,8,100 MG | SOUR APPLE GUMMIES | NATURES KEY,,10,5,Edibles,,Quantity,No,,,,,Edibles,74,0.25g,Edible,,Yes,,,NATURES KEY
65219084,10,2:1:1 | 400MG THC | 200MG CBD | 200MG CBG | STRAWBERRY PEACH GUMMIES | NATURES KEY,,15,8,Edibles,,Quantity,No,,,,,Edibles,,0.25g,,,Yes,,,NATURES KEY
18700646,9,1:1:1 | 200MG THC | 200MG CBD | 200MG CBG | BLUEBERRY LEMON GUMMIES | NATURES KEY,,15,8,Edibles,,Quantity,No,,,,,Edibles,,0.25g,,,Yes,,,NATURES KEY
43160424,10,25:25 | 500 MG CBD | 500 MG THC | RASPBERRY GUMMIES | NATURES KEY,,17,9,Edibles,,Quantity,No,,,,,Edibles,,0.25g,,,Yes,,,NATURES KEY
55053748,9,25:10 | 500 MG CBD | 200 MG THC | ORANGE PINEAPPLE GUMMIES | NATURES KEY,,13,7,Edibles,,Quantity,No,,,,,Edibles,,0.25g,,,Yes,,,NATURES KEY
88402967,9,25:5 | 500 MG CBD | 100 MG THC | WATERMELON GUMMIES | NATURES KEY,,13,7,Edibles,,Quantity,No,,,,,Edibles,,0.25g,,,Yes,,,NATURES KEY
96700391,9,500 MG | JUMPSTART SATIVA GUMMIES | NATURES KEY,,17,10,Edibles,,Quantity,No,,,,,Edibles,,0.25g,,,Yes,,,NATURES KEY
08301597,7,500 MG | SWEET DREAMZ INDICA GUMMIES | NATURES KEY,,17,10,Edibles,,Quantity,No,,,,,Edibles,,0.25g,,,Yes,,,NATURES KEY
34707302,6,2000 MG | SCREAMIN EAGLE GUMMIES | NATURES KEY,,28,18,Edibles,,Quantity,No,,,,,Edibles,,0.25g,,,Yes,,,NATURES KEY
40819352,6,1000 MG | MONSTER BITES GUMMIES | NATURES KEY,,24,14,Edibles,,Quantity,No,,,,,Edibles,,0.25g,,,Yes,,,NATURES KEY
21937873,8,25:50:5 | 500MG CBD | 1000MG THC | 100MG CBG | META DOSE GUMMIES | NATURES KEY,,24,14,Edibles,,Quantity,No,,,,,Edibles,,0.25g,,,Yes,,,
83398992,7,1000 MG | SOUR GREEN APPLE GUMMIES | NATURES KEY,,18,10,Edibles,,Quantity,No,,,,,Edibles,,0.25g,,,Yes,,,NATURES KEY
55812195,0,1000 MG | TROPICAL SATIVA GUMMIES | NATURES KEY,,18,10,Edibles,,Quantity,No,,,,,Edibles,,0.25g,,,Yes,,,NATURES KEY
15367984,8,1000 MG | BLUEBERRY INDICA GUMMIES | NATURES KEY,,18,10,Edibles,,Quantity,No,,,,,Edibles,,0.25g,,,Yes,,,NATURES KEY
95293274,6,1000 MG | PEACH INDICA GUMMIES | NATURES KEY,,18,10,Edibles,,Quantity,No,,,,,Edibles,,0.25g,,,Yes,,,NATURES KEY
25602760,5,1000 MG | STRAWBERRY GUMMIES | NATURES KEY,,18,10,Edibles,,Quantity,No,,,,,Edibles,,0.25g,,,Yes,,,NATURES KEY
50723253,49,BLUEBERRY INFUSED | PRE-ROLL | Hu$hie$,Multi Harvest,8,4,Infused Pre-Rolls,Infused Pre-Roll,Quantity,No,,,,Hu$hie$,Concentrates,,1g,Concentrate,,Yes,,,"Banger Willis, LLC"
27549641,49,CHERRY INFUSED | PRE-ROLL | Hu$hie$,Multi Harvest,8,4,Infused Pre-Rolls,Infused Pre-Roll,Quantity,No,,,,Hu$hie$,Concentrates,,1g,Concentrate,,Yes,,,"Banger Willis, LLC"
20380940,46,WATERMELON | INFUSED PRE-ROLL | Hu$hie$,Multi Harvest,8,4,Infused Pre-Rolls,Infused Pre-Roll,Quantity,No,,,,Hu$hie$,Concentrates,,1g,Concentrate,,Yes,,,"Banger Willis, LLC"
60684521,12,TROPICANA CHERRY | METHOD BLUNTZ,,20,10,Infused Blunts,,Quantity,No,,,,,Concentrates,,4g,,,Yes,,,Method Labs LLC
11173462,6,MAI TAI TARTZ| METHOD BLUNTZ,,20,10,Infused Blunts,,Quantity,No,,,,,Concentrates,,4g,,,Yes,,,Method Labs LLC
71347991,4,WEDDING FUNK| METHOD BLUNTZ,,20,10,Infused Blunts,,Quantity,No,,,,,Concentrates,,4g,,,Yes,,,Method Labs LLC
24911086,47,50 MG SINGLE | ASSORTED GUMMIES | CANNAFUSION,,2,0.75,Edibles,,Quantity,No,,,,,Edibles,,50g,,,Yes,,,CANNAFUSION
00146694,25,100 MG SINGLE | ASSORTED GUMMIES | CANNAFUSION,,3,1.25,Edibles,,Quantity,No,,,,,Edibles,,100g,,,Yes,,,
66881170,7,1000 MG | ASSORTED DRINKS | CANNAFUSION,,16,8,Beverages,,Quantity,No,,,,,Edibles,,1000g,,,Yes,,,CANNAFUSION
61994811,18,120 MG | ASSORTED DRINKS | CANNAFUSION,,8,4,Beverages,,Quantity,No,,,,,Edibles,,120g,,,Yes,,,CANNAFUSION
16238181,14,LONDON MARKER | FLOWER | POLLEN NATION,LONDON MARKER,10,250,Flower,,Weight,No,,,,,Flower,,,,,Yes,,,
85743608,16.4,BOTTOM BIRD | FLOWER | POLLEN NATION,BOTTOM BIRD,7,250,Flower,,Weight,No,,,,,Flower,,,,,Yes,,,Pollen Nation Cultivation LLC
21555072,1,JAY WALKER | ASSORTED BOX | TRIBE,,34,0,Infused Pre-Rolls,,Quantity,No,,,,,Concentrates,,4.4g,,,Yes,,,TRIBE EDIBLES
08790669,0,PROMO | PREROLLS | TRIBE,,0,0,Infused Pre-Rolls,,Quantity,No,,,,,Concentrates,,1g,,,Yes,,,TRIBE EDIBLES
